animal_id,animal_subid,animal_area_pkid,animal_shelter_pkid,animal_place,animal_kind,animal_sex,animal_bodytype,animal_colour,animal_age,animal_sterilization,animal_bacterin,animal_foundplace,animal_title,animal_status,animal_remark,animal_caption,animal_opendate,animal_closeddate,animal_update,animal_createtime,shelter_name,album_file,album_update,cDate,shelter_address,shelter_tel
92976,AAAHG1080413001,3,58,新北市五股區公立動物之家,狗,N,MEDIUM,棕色,,F,F,重陽路,,OPEN,,,,2999-12-31,2019/04/13,2019/04/13,新北市五股區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/4d5e33ef-84a4-46ce-8afc-b49fdab096ac_org.jpg,,2019/04/13,新北市五股區外寮路9之9號,02-82925265
92975,CAAAG1080413006,6,61,桃園市動物保護教育園區,狗,F,MEDIUM,黃色,ADULT,F,F,黃塘村１４鄰,,OPEN,,,2019-04-13,2999-12-31,2019/04/13,2019/04/13,桃園市動物保護教育園區,http://asms.coa.gov.tw/amlapp/upload/pic/679e47c5-7408-4de6-89ea-c079793cc183_org.JPG,,2019/04/13,桃園市新屋區永興里大牛欄117號,03-4861760
92973,LAAAG1080413D5-2,17,75,高雄市壽山動物保護教育園區,貓,F,SMALL,虎斑色,CHILD,F,F,文教路,,OPEN,,,2019-04-13,2999-12-31,2019/04/13,2019/04/13,高雄市壽山動物保護教育園區,,,2019/04/13,高雄市鼓山區萬壽路350號,07-5519059
92972,LAAAG1080413C1-2,17,75,高雄市壽山動物保護教育園區,貓,F,BIG,黑色,ADULT,F,F,大公路,,OPEN,,,2019-04-13,2999-12-31,2019/04/13,2019/04/13,高雄市壽山動物保護教育園區,,,2019/04/13,高雄市鼓山區萬壽路350號,07-5519059
92971,LAAAG1080413C1-1,17,75,高雄市壽山動物保護教育園區,貓,F,BIG,虎斑色,ADULT,F,F,大公路,,OPEN,,,2019-04-13,2999-12-31,2019/04/13,2019/04/13,高雄市壽山動物保護教育園區,,,2019/04/13,高雄市鼓山區萬壽路350號,07-5519059
92429,QAAAG1080410002,4,48,基隆市寵物銀行,貓,M,SMALL,黑白色,CHILD,F,F,仁愛區仁愛市場,,OPEN,,,2019-04-13,2999-12-31,2019/04/13,2019/04/09,基隆市寵物銀行,http://asms.coa.gov.tw/amlapp/upload/pic/5f6a06bd-90f5-4a5d-9d4e-43ec584d772e_org.JPG,,2019/04/13,基隆市七堵區大華三路45-12號,02-24560148
92428,QAAAG1080410001,4,48,基隆市寵物銀行,貓,M,SMALL,虎斑色,CHILD,F,F,仁愛區仁愛市場,,OPEN,,,2019-04-13,2999-12-31,2019/04/13,2019/04/09,基隆市寵物銀行,http://asms.coa.gov.tw/amlapp/upload/pic/98b053ad-86a1-40b4-8e02-9f04c73fdce9_org.JPG,,2019/04/13,基隆市七堵區大華三路45-12號,02-24560148
92146,QAAAG1080408004,4,48,基隆市寵物銀行,貓,F,SMALL,黑白色,CHILD,F,F,劉銘傳路,,OPEN,,,2019-04-13,2999-12-31,2019/04/13,2019/04/08,基隆市寵物銀行,http://asms.coa.gov.tw/amlapp/upload/pic/84cd94c2-2889-4aac-ae9c-69f55c655784_org.JPG,,2019/04/13,基隆市七堵區大華三路45-12號,02-24560148
92148,QAAAG1080408005,4,48,基隆市寵物銀行,貓,F,SMALL,三花色,CHILD,F,F,劉銘傳路,,OPEN,,,2019-04-13,2999-12-31,2019/04/13,2019/04/08,基隆市寵物銀行,http://asms.coa.gov.tw/amlapp/upload/pic/c99c908d-ac57-4f3b-93ed-bb58eaeed012_org.JPG,,2019/04/13,基隆市七堵區大華三路45-12號,02-24560148
92970,AAACG1080413001,3,51,新北市新店區公立動物之家,貓,N,MEDIUM,虎斑白色,,F,F,寶高路120巷4弄2號門口,,OPEN,,,2019-04-13,2999-12-31,2019/04/13,2019/04/13,新北市新店區公立動物之家,,,2019/04/13,新北市新店區安泰路235號,02-22159462
92969,AAADG2019041302,3,50,新北市板橋區公立動物之家,貓,M,SMALL,虎斑色,CHILD,F,F,新莊區後港一路,,OPEN,,4/13除蚤,2019-04-13,2999-12-31,2019/04/13,2019/04/13,新北市板橋區公立動物之家,,,2019/04/13,新北市板橋區板城路28-1號,02-89662158
75863,LAAAG1071207A21,17,75,高雄市壽山動物保護教育園區,狗,F,BIG,黃色,ADULT,F,F,高松路,,OPEN,,,2018-12-07,2999-12-31,2019/04/13,2018/12/07,高雄市壽山動物保護教育園區,http://asms.coa.gov.tw/amlapp/upload/pic/75b5b627-1866-4e24-bb0f-0ba5eaea7b55_org.JPG,,2019/04/13,高雄市鼓山區萬壽路350號,07-5519059
92967,LAAAG1080413D5-3,17,75,高雄市壽山動物保護教育園區,貓,F,SMALL,虎斑色,CHILD,F,F,文教路,,OPEN,,,2019-04-13,2999-12-31,2019/04/13,2019/04/13,高雄市壽山動物保護教育園區,,,2019/04/13,高雄市鼓山區萬壽路350號,07-5519059
58866,LAAAG1070731A12,17,75,高雄市壽山動物保護教育園區,狗,F,BIG,棕色,ADULT,F,F,中華四路,,OPEN,8/1動保案件 開放認養,,2018-08-01,2999-12-31,2019/04/13,2018/07/31,高雄市壽山動物保護教育園區,http://asms.coa.gov.tw/amlapp/upload/pic/e70c26ed-2a14-4101-84a7-0e4c37d12eba_org.JPG,,2019/04/13,高雄市鼓山區萬壽路350號,07-5519059
92957,CAAAG1080413002,6,61,桃園市動物保護教育園區,狗,M,SMALL,黑色,CHILD,F,F,民族路雙連三段,,OPEN,,,2019-04-13,2999-12-31,2019/04/13,2019/04/13,桃園市動物保護教育園區,http://asms.coa.gov.tw/amlapp/upload/pic/785b2451-2885-410b-9270-d6738ebd8bb0_org.JPG,,2019/04/13,桃園市新屋區永興里大牛欄117號,03-4861760
92961,NAAAG1080413002,20,80,臺東縣動物收容中心,狗,F,MEDIUM,黑色,,F,F,台東市,,OPEN,,,2019-04-13,2999-12-31,2019/04/13,2019/04/13,臺東縣動物收容中心,,,2019/04/13,臺東縣臺東市中華路4段999巷600號,089-362011
92959,AAADG2019041301,3,50,新北市板橋區公立動物之家,狗,M,MEDIUM,黑色,,T,F,板橋區,,OPEN,, 108/3/29-8X1.RV.棄養原因:無場地 ,2019-04-13,2999-12-31,2019/04/13,2019/04/13,新北市板橋區公立動物之家,,,2019/04/13,新北市板橋區板城路28-1號,02-89662158
92958,NAAAG1080413001,20,80,臺東縣動物收容中心,狗,F,MEDIUM,黑棕色,,F,F,成功鎮,,OPEN,,,2019-04-13,2999-12-31,2019/04/13,2019/04/13,臺東縣動物收容中心,http://asms.coa.gov.tw/amlapp/upload/pic/17a9d63a-513b-4657-b3b9-d8072e6051b9_org.JPG,,2019/04/13,臺東縣臺東市中華路4段999巷600號,089-362011
92956,AAAEG1080413001,3,53,新北市中和區公立動物之家,貓,F,MEDIUM,虎斑色,ADULT,F,F,民生路85巷,,OPEN,,,2019-04-13,2999-12-31,2019/04/13,2019/04/13,新北市中和區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/50de488b-aaad-4622-b50b-2be482ba048e_org.jpg,,2019/04/13,新北市中和區興南路三段100號,02-86685547
92955,LAABG108041204,17,76,高雄市燕巢動物保護關愛園區,貓,M,SMALL,花色,CHILD,F,F,中和街,,OPEN,,,2019-04-13,2999-12-31,2019/04/13,2019/04/12,高雄市燕巢動物保護關愛園區,http://asms.coa.gov.tw/amlapp/upload/pic/ef9efd3b-376c-4973-878e-30b91f3a475f_org.JPG,,2019/04/13,高雄市燕巢區師大路100號,07-6051002
92954,LAABG108041203,17,76,高雄市燕巢動物保護關愛園區,貓,F,SMALL,花色,CHILD,F,F,中和街,,OPEN,,,2019-04-13,2999-12-31,2019/04/13,2019/04/12,高雄市燕巢動物保護關愛園區,http://asms.coa.gov.tw/amlapp/upload/pic/7cd97f75-b876-41e5-8bbc-a5bcf0bd8d03_org.JPG,,2019/04/13,高雄市燕巢區師大路100號,07-6051002
92953,LAABG108041202,17,76,高雄市燕巢動物保護關愛園區,貓,F,SMALL,花色,CHILD,F,F,中和街,,OPEN,,,2019-04-13,2999-12-31,2019/04/13,2019/04/12,高雄市燕巢動物保護關愛園區,http://asms.coa.gov.tw/amlapp/upload/pic/5b0ca4e4-1a05-4e55-9b36-a956fb6e9c85_org.JPG,,2019/04/13,高雄市燕巢區師大路100號,07-6051002
92952,LAABG108041201,17,76,高雄市燕巢動物保護關愛園區,貓,F,SMALL,黑色,CHILD,F,F,中和街,,OPEN,,,2019-04-13,2999-12-31,2019/04/13,2019/04/12,高雄市燕巢動物保護關愛園區,http://asms.coa.gov.tw/amlapp/upload/pic/48235ee7-568a-427c-816d-78bfd6cf812a_org.JPG,,2019/04/13,高雄市燕巢區師大路100號,07-6051002
92651,OAAAG1080411001,19,79,花蓮縣流浪犬中途之家,狗,F,MEDIUM,黑色,ADULT,T,F,秀林,,OPEN,,,2019-04-11,2999-12-31,2019/04/13,2019/04/11,花蓮縣流浪犬中途之家,http://asms.coa.gov.tw/amlapp/upload/pic/fe5814d6-459e-4ff0-85c8-7e639248fc93_org.JPG,,2019/04/13,花蓮縣吉安鄉南濱路1段599號,038-421452
92928,AAAEG1080412004,3,53,新北市中和區公立動物之家,狗,M,MEDIUM,虎斑白色,,F,F,中和區莒光路,,OPEN,,1080412m050 水018212,2019-04-12,2999-12-31,2019/04/12,2019/04/12,新北市中和區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/ec0d89e0-51db-40e7-b293-c88399a16af0_org.jpg,,2019/04/12,新北市中和區興南路三段100號,02-86685547
92925,AAADG2019041227 ,3,50,新北市板橋區公立動物之家,貓,F,SMALL,黑色,,F,F,板橋區中山路二段318巷30弄47號,,OPEN,,,2019-04-06,2999-12-31,2019/04/12,2019/04/12,新北市板橋區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/15c13226-ecb3-49c8-91a3-fd7790352635_org.jpg,,2019/04/12,新北市板橋區板城路28-1號,02-89662158
92938,LAAAG1080412Q5-2,17,75,高雄市壽山動物保護教育園區,狗,F,SMALL,黃色,CHILD,F,F,半屏山公園,,OPEN,,,2019-04-12,2999-12-31,2019/04/12,2019/04/12,高雄市壽山動物保護教育園區,,,2019/04/12,高雄市鼓山區萬壽路350號,07-5519059
92937,LAAAG1080412Q5-1,17,75,高雄市壽山動物保護教育園區,狗,F,SMALL,黑色,CHILD,F,F,半屏山公園,,OPEN,,,2019-04-12,2999-12-31,2019/04/12,2019/04/12,高雄市壽山動物保護教育園區,,,2019/04/12,高雄市鼓山區萬壽路350號,07-5519059
92936,LAAAG1080412A25,17,75,高雄市壽山動物保護教育園區,狗,F,BIG,虎斑色,ADULT,F,F,通安宮,,OPEN,,,2019-04-12,2999-12-31,2019/04/12,2019/04/12,高雄市壽山動物保護教育園區,,,2019/04/12,高雄市鼓山區萬壽路350號,07-5519059
92926,AAADG2019041228,3,50,新北市板橋區公立動物之家,狗,M,SMALL,咖啡色,,F,F,板橋區文化路一段379號,,OPEN,,4/12除蚤.7X1.RV.驅蟲及皮膚病治療.900138001022598.年紀大不適絕育,2019-04-16,2999-12-31,2019/04/12,2019/04/12,新北市板橋區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/d0d49e4b-63f7-4799-8f9a-9d0409d2e940_org.jpg,,2019/04/12,新北市板橋區板城路28-1號,02-89662158
86640,OAAAG1080227008,19,79,花蓮縣流浪犬中途之家,狗,F,MEDIUM,黑棕色,CHILD,F,F,新城,,OPEN,,,2019-02-27,2999-12-31,2019/04/12,2019/02/27,花蓮縣流浪犬中途之家,http://asms.coa.gov.tw/amlapp/upload/pic/8ee64b40-c35a-42fc-a21c-70e7a0b7b4c1_org.JPG,,2019/04/12,花蓮縣吉安鄉南濱路1段599號,038-421452
86631,OAAAG1080227004,19,79,花蓮縣流浪犬中途之家,狗,M,MEDIUM,黑色,CHILD,F,F,新城,,OPEN,,,2019-02-27,2999-12-31,2019/04/12,2019/02/27,花蓮縣流浪犬中途之家,http://asms.coa.gov.tw/amlapp/upload/pic/484606dd-3554-40dd-886f-18ba151aaa94_org.JPG,,2019/04/12,花蓮縣吉安鄉南濱路1段599號,038-421452
92020,LAAAG1080404G1,17,75,高雄市壽山動物保護教育園區,狗,M,SMALL,黑色,ADULT,F,F,動物園登山口電話亭,,OPEN,※4月13日開放認養,,,2999-12-31,2019/04/12,2019/04/04,高雄市壽山動物保護教育園區,http://asms.coa.gov.tw/amlapp/upload/pic/1234c989-0fa1-4051-97b0-4d9a23ab0cd0_org.JPG,,2019/04/12,高雄市鼓山區萬壽路350號,07-5519059
92921,LAAAG1080412D5-2,17,75,高雄市壽山動物保護教育園區,貓,M,SMALL,黃色,CHILD,F,F,溪州二路,,OPEN,,,2019-04-12,2999-12-31,2019/04/12,2019/04/12,高雄市壽山動物保護教育園區,,,2019/04/12,高雄市鼓山區萬壽路350號,07-5519059
92917,AAAEG1080412003,3,53,新北市中和區公立動物之家,狗,M,MEDIUM,黑色,ADULT,F,F,安樂路196號,,OPEN,,水~018214 1080412m049,,2999-12-31,2019/04/12,2019/04/12,新北市中和區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/d8cc37b3-c17f-4bfd-b95d-65b1c523fa3a_org.jpg,,2019/04/12,新北市中和區興南路三段100號,02-86685547
92911,CAAAG1080412018,6,61,桃園市動物保護教育園區,狗,M,BIG,黑黃色,,F,F,富豐里新明街580巷後面,,OPEN,,,2019-04-20,2999-12-31,2019/04/12,2019/04/12,桃園市動物保護教育園區,http://asms.coa.gov.tw/amlapp/upload/pic/90b6b37c-43b5-4688-9340-e84ee5d59726_org.JPG,,2019/04/12,桃園市新屋區永興里大牛欄117號,03-4861760
92909,AAACG1080412006,3,51,新北市新店區公立動物之家,狗,M,SMALL,黑黃色,,F,F,忠治紅河谷,,OPEN,,,2019-04-12,2999-12-31,2019/04/12,2019/04/12,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/ad1bd6a4-3f52-4efd-b67b-e8259390be29_org.jpg,,2019/04/12,新北市新店區安泰路235號,02-22159462
92910,AAADG2019041224,3,50,新北市板橋區公立動物之家,貓,F,SMALL,虎斑色,,F,F,四川路二段16巷,,OPEN,, 4/12除蚤 ,2019-04-12,2999-12-31,2019/04/12,2019/04/12,新北市板橋區公立動物之家,,,2019/04/12,新北市板橋區板城路28-1號,02-89662158
92907,AAADG2019041225,3,50,新北市板橋區公立動物之家,貓,F,SMALL,虎斑白色,CHILD,F,F,福興街,,OPEN,,五個月大 4/12除蚤,2019-04-12,2999-12-31,2019/04/12,2019/04/12,新北市板橋區公立動物之家,,,2019/04/12,新北市板橋區板城路28-1號,02-89662158
92905,AAACG1080412005,3,51,新北市新店區公立動物之家,狗,N,SMALL,黑黃色,,F,F,忠治紅河谷,,OPEN,,,2019-04-12,2999-12-31,2019/04/12,2019/04/12,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/8cc4dcef-9980-4022-8eb9-06ee1be972de_org.jpg,,2019/04/12,新北市新店區安泰路235號,02-22159462
92906,AAADG2019041226,3,50,新北市板橋區公立動物之家,貓,F,SMALL,虎斑白色,CHILD,F,F,福興街,,OPEN,,五個月大 4/12除蚤,2019-04-12,2999-12-31,2019/04/12,2019/04/12,新北市板橋區公立動物之家,,,2019/04/12,新北市板橋區板城路28-1號,02-89662158
92904,AAACG1080412004,3,51,新北市新店區公立動物之家,狗,N,SMALL,黑黃色,,F,F,忠治紅河谷,,OPEN,,,2019-04-12,2999-12-31,2019/04/12,2019/04/12,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/39802282-66c4-458c-9023-d7ebf7d5729d_org.jpg,,2019/04/12,新北市新店區安泰路235號,02-22159462
92902,AAACG1080412003,3,51,新北市新店區公立動物之家,狗,M,SMALL,黑色,,F,F,忠治紅河谷,,OPEN,,,2019-04-12,2999-12-31,2019/04/12,2019/04/12,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/81ab0eaa-d9f7-4bbb-8c7e-fffd95402cc2_org.jpg,,2019/04/12,新北市新店區安泰路235號,02-22159462
92901,108-L029C,13,89,雲林縣流浪動物收容所,貓,M,SMALL,虎斑色,,T,F,斗六市文化路,,OPEN,,,2019-04-12,2999-12-31,2019/04/12,2019/04/12,雲林縣流浪動物收容所,,,2019/04/12,雲林縣斗六市雲林路二段517號,05-5523300
92900,108-L028C,13,89,雲林縣流浪動物收容所,貓,F,SMALL,虎斑色,,T,F,斗六市文化路,,OPEN,,,2019-04-12,2999-12-31,2019/04/12,2019/04/12,雲林縣流浪動物收容所,,,2019/04/12,雲林縣斗六市雲林路二段517號,05-5523300
92899,108-L027C,13,89,雲林縣流浪動物收容所,貓,M,SMALL,黑色,,T,F,斗六市文化路,,OPEN,,,2019-04-12,2999-12-31,2019/04/12,2019/04/12,雲林縣流浪動物收容所,,,2019/04/12,雲林縣斗六市雲林路二段517號,05-5523300
92898,AAACG1080412002,3,51,新北市新店區公立動物之家,狗,F,SMALL,虎斑色,,F,F,忠治紅河谷,,OPEN,,,2019-04-12,2999-12-31,2019/04/12,2019/04/12,新北市新店區公立動物之家,,,2019/04/12,新北市新店區安泰路235號,02-22159462
92897,108-L026D,13,89,雲林縣流浪動物收容所,狗,F,BIG,白色,,T,F,斗六市文化路,,OPEN,,,2019-04-12,2999-12-31,2019/04/12,2019/04/12,雲林縣流浪動物收容所,,,2019/04/12,雲林縣斗六市雲林路二段517號,05-5523300
92896,108-L025D,13,89,雲林縣流浪動物收容所,狗,M,BIG,黃色,,T,F,口湖鄉,,OPEN,,,2019-04-12,2999-12-31,2019/04/12,2019/04/12,雲林縣流浪動物收容所,,,2019/04/12,雲林縣斗六市雲林路二段517號,05-5523300
92895,108-L024C,13,89,雲林縣流浪動物收容所,貓,F,MEDIUM,三花色,,T,F,斗六市文化路,,OPEN,,,2019-04-12,2999-12-31,2019/04/12,2019/04/12,雲林縣流浪動物收容所,,,2019/04/12,雲林縣斗六市雲林路二段517號,05-5523300
92894,108-L023C,13,89,雲林縣流浪動物收容所,貓,M,SMALL,黃色,,T,F,斗六市文化路,,OPEN,,,2019-04-12,2999-12-31,2019/04/12,2019/04/12,雲林縣流浪動物收容所,,,2019/04/12,雲林縣斗六市雲林路二段517號,05-5523300
92892,108-L022C,13,89,雲林縣流浪動物收容所,貓,F,SMALL,棕白色,,T,F,斗六市文化路,,OPEN,,,2019-04-12,2999-12-31,2019/04/12,2019/04/12,雲林縣流浪動物收容所,,,2019/04/12,雲林縣斗六市雲林路二段517號,05-5523300
92890,108-L021C,13,89,雲林縣流浪動物收容所,貓,M,SMALL,黃色,,T,F,斗六市文化路,,OPEN,,,2019-04-12,2999-12-31,2019/04/12,2019/04/12,雲林縣流浪動物收容所,,,2019/04/12,雲林縣斗六市雲林路二段517號,05-5523300
92887,108-L021D,13,89,雲林縣流浪動物收容所,狗,F,SMALL,白色,,T,F,斗六市榮譽路,,OPEN,,,2019-04-12,2999-12-31,2019/04/12,2019/04/12,雲林縣流浪動物收容所,,,2019/04/12,雲林縣斗六市雲林路二段517號,05-5523300
92886,108-L020D,13,89,雲林縣流浪動物收容所,狗,F,SMALL,白色,,T,F,斗六市榮譽路,,OPEN,,,2019-04-12,2999-12-31,2019/04/12,2019/04/12,雲林縣流浪動物收容所,,,2019/04/12,雲林縣斗六市雲林路二段517號,05-5523300
92885,108-L019D,13,89,雲林縣流浪動物收容所,狗,F,SMALL,白色,,T,F,斗六市榮譽路,,OPEN,,,2019-04-12,2999-12-31,2019/04/12,2019/04/12,雲林縣流浪動物收容所,,,2019/04/12,雲林縣斗六市雲林路二段517號,05-5523300
92884,108-L018D,13,89,雲林縣流浪動物收容所,狗,F,SMALL,白色,,T,F,斗六市榮譽路,,OPEN,,,2019-04-12,2999-12-31,2019/04/12,2019/04/12,雲林縣流浪動物收容所,,,2019/04/12,雲林縣斗六市雲林路二段517號,05-5523300
92883,108-H069D,13,89,雲林縣流浪動物收容所,狗,M,MEDIUM,黃色,,T,F,四湖鄉東庄路,,OPEN,,,2019-04-12,2999-12-31,2019/04/12,2019/04/12,雲林縣流浪動物收容所,,,2019/04/12,雲林縣斗六市雲林路二段517號,05-5523300
92882,108-E011C,13,89,雲林縣流浪動物收容所,貓,F,SMALL,虎斑色,,T,F,斗六市江厝里,,OPEN,,,2019-04-12,2999-12-31,2019/04/12,2019/04/12,雲林縣流浪動物收容所,,,2019/04/12,雲林縣斗六市雲林路二段517號,05-5523300
92881,108-E010C,13,89,雲林縣流浪動物收容所,貓,M,SMALL,虎斑色,,T,F,斗六市江厝里,,OPEN,,,2019-04-12,2999-12-31,2019/04/12,2019/04/12,雲林縣流浪動物收容所,,,2019/04/12,雲林縣斗六市雲林路二段517號,05-5523300
92880,108-E009C,13,89,雲林縣流浪動物收容所,貓,M,SMALL,虎斑色,,T,F,斗六市江厝里,,OPEN,,,2019-04-12,2999-12-31,2019/04/12,2019/04/12,雲林縣流浪動物收容所,,,2019/04/12,雲林縣斗六市雲林路二段517號,05-5523300
92879,108-E008C,13,89,雲林縣流浪動物收容所,貓,M,SMALL,虎斑色,,T,F,斗六市江厝里,,OPEN,,,2019-04-12,2999-12-31,2019/04/12,2019/04/12,雲林縣流浪動物收容所,,,2019/04/12,雲林縣斗六市雲林路二段517號,05-5523300
92878,108-E007C,13,89,雲林縣流浪動物收容所,貓,M,SMALL,虎斑色,,T,F,斗六市江厝里,,OPEN,,,2019-04-12,2999-12-31,2019/04/12,2019/04/12,雲林縣流浪動物收容所,,,2019/04/12,雲林縣斗六市雲林路二段517號,05-5523300
92877,108-E006C,13,89,雲林縣流浪動物收容所,狗,M,BIG,虎斑色,,T,F,斗六市江厝里,,OPEN,,,2019-04-12,2999-12-31,2019/04/12,2019/04/12,雲林縣流浪動物收容所,,,2019/04/12,雲林縣斗六市雲林路二段517號,05-5523300
92876,108-E005C,13,89,雲林縣流浪動物收容所,貓,F,BIG,虎斑色,,T,F,斗六市江厝里,,OPEN,,,2019-04-12,2999-12-31,2019/04/12,2019/04/12,雲林縣流浪動物收容所,,,2019/04/12,雲林縣斗六市雲林路二段517號,05-5523300
92875,108-E004C,13,89,雲林縣流浪動物收容所,貓,F,BIG,黑色,,T,F,斗六市江厝里,,OPEN,,,2019-04-12,2999-12-31,2019/04/12,2019/04/12,雲林縣流浪動物收容所,,,2019/04/12,雲林縣斗六市雲林路二段517號,05-5523300
92874,108-E003C,13,89,雲林縣流浪動物收容所,貓,F,BIG,虎斑色,,T,F,斗六市江厝里,,OPEN,,,2019-04-12,2999-12-31,2019/04/12,2019/04/12,雲林縣流浪動物收容所,,,2019/04/12,雲林縣斗六市雲林路二段517號,05-5523300
92873,108-E002C,13,89,雲林縣流浪動物收容所,貓,M,BIG,黃色,,T,F,斗六市江厝里,,OPEN,,,2019-04-12,2999-12-31,2019/04/12,2019/04/12,雲林縣流浪動物收容所,,,2019/04/12,雲林縣斗六市雲林路二段517號,05-5523300
92862,OAAAG1080412001,19,79,花蓮縣流浪犬中途之家,狗,M,SMALL,白色,ADULT,F,F,鳳林榮開路,,OPEN,,,2019-04-12,2999-12-31,2019/04/12,2019/04/12,花蓮縣流浪犬中途之家,http://asms.coa.gov.tw/amlapp/upload/pic/85971e45-c0a8-4d43-8b8a-8176944bd7f7_org.JPG,,2019/04/12,花蓮縣吉安鄉南濱路1段599號,038-421452
92868,AAADG2019041207,3,50,新北市板橋區公立動物之家,狗,M,MEDIUM,黃色,CHILD,F,F,御史路,,OPEN,,,2019-04-17,2999-12-31,2019/04/12,2019/04/12,新北市板橋區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/2e974ba4-c9e6-414c-bf7b-7dbe844fb7f8_org.jpg,,2019/04/12,新北市板橋區板城路28-1號,02-89662158
91037,1080325C01,22,82,金門縣動物收容中心,貓,M,SMALL,虎斑色,ADULT,T,F,金沙鎮三山里山后,,OPEN,,,2019-03-25,2999-12-31,2019/04/12,2019/03/25,金門縣動物收容中心,http://asms.coa.gov.tw/amlapp/upload/pic/7a481023-41e0-4b79-ad74-08ade259ce2d_org.jpg,,2019/04/12,金門縣金湖鎮裕民農莊20號,082-336625
63743,1070911C06,22,82,金門縣動物收容中心,貓,M,SMALL,黃白色,ADULT,F,F,頂埔下,,OPEN,,,2018-09-11,2999-12-31,2019/04/12,2018/09/11,金門縣動物收容中心,http://asms.coa.gov.tw/amlapp/upload/pic/556ee84f-7845-4304-aaec-851b609bdd37_org.jpg,,2019/04/12,金門縣金湖鎮裕民農莊20號,082-336625
55080,1070703C01,22,82,金門縣動物收容中心,貓,F,SMALL,三花色,ADULT,F,F,舊金城,,OPEN,,,2018-08-03,2999-12-31,2019/04/12,2018/07/03,金門縣動物收容中心,http://asms.coa.gov.tw/amlapp/upload/pic/78779ced-27fd-4728-99e5-b33bb780806e_org.jpg,,2019/04/12,金門縣金湖鎮裕民農莊20號,082-336625
92869,RAAAG1080412003,8,62,新竹市動物收容所,狗,M,SMALL,虎斑色,CHILD,F,F,廣州街,,OPEN,,,2019-04-12,2999-12-31,2019/04/12,2019/04/12,新竹市動物收容所,http://asms.coa.gov.tw/amlapp/upload/pic/6419f387-502e-4ed7-bf59-57da1b82e107_org.JPG,,2019/04/12,新竹市南寮里海濱路250號,03-5368329
92865,RAAAG1080412002,8,62,新竹市動物收容所,狗,M,SMALL,黑色,CHILD,F,F,廣州街,,OPEN,,,2019-04-12,2999-12-31,2019/04/12,2019/04/12,新竹市動物收容所,http://asms.coa.gov.tw/amlapp/upload/pic/833aeef8-a133-46c4-a883-9c11573261ad_org.JPG,,2019/04/12,新竹市南寮里海濱路250號,03-5368329
92856,RAAAG1080412001,8,62,新竹市動物收容所,狗,F,BIG,黃色,ADULT,F,F,南大路,,OPEN,,,2019-04-12,2999-12-31,2019/04/12,2019/04/12,新竹市動物收容所,http://asms.coa.gov.tw/amlapp/upload/pic/69ee21d8-2ef7-4257-aaa8-a4f4d7416cc9_org.JPG,,2019/04/12,新竹市南寮里海濱路250號,03-5368329
92841,AAADG2019041216,3,50,新北市板橋區公立動物之家,狗,F,MEDIUM,黃色,,F,F,仁愛路,,OPEN,,,2019-04-09,2999-12-31,2019/04/12,2019/04/12,新北市板橋區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/54874f30-4aa7-49bd-8d24-7f6b2e52b4a7_org.png,,2019/04/12,新北市板橋區板城路28-1號,02-89662158
92838,AAADG2019041213,3,50,新北市板橋區公立動物之家,狗,M,MEDIUM,黃色,CHILD,F,F,御史路,,OPEN,,,2019-04-17,2999-12-31,2019/04/12,2019/04/12,新北市板橋區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/9615eaf8-f012-4cdc-893d-dff5e8e7775e_org.jpg,,2019/04/12,新北市板橋區板城路28-1號,02-89662158
92840,AAADG2019041215,3,50,新北市板橋區公立動物之家,狗,F,MEDIUM,虎斑色,CHILD,F,F,仁愛路,,OPEN,,,2019-04-09,2999-12-31,2019/04/12,2019/04/12,新北市板橋區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/45c61fc3-cf8f-445c-86fc-62f2b76e5e97_org.jpg,,2019/04/12,新北市板橋區板城路28-1號,02-89662158
92854,CAAAG1080412012,6,61,桃園市動物保護教育園區,狗,M,SMALL,黑色,,F,F,大安里興豐路２３５０巷(富達利公司),,OPEN,,,2019-04-13,2999-12-31,2019/04/12,2019/04/12,桃園市動物保護教育園區,http://asms.coa.gov.tw/amlapp/upload/pic/f8ac714f-8f8c-4053-82b6-9e25a72d9df3_org.JPG,,2019/04/12,桃園市新屋區永興里大牛欄117號,03-4861760
